estado,codigo,descricao,populacao
SP,10906,Cássia dos Coqueiros,2.623
SP,11003,Castilho,19.873
SP,11102,Catanduva,119.480
SP,11201,Catiguá,7.603
SP,11300,Cedral,8.767
SP,11409,Cerqueira César,19.109
SP,11508,Cerquilho,45.142
SP,11607,Cesário Lange,17.163
SP,11706,Charqueada,16.440
SP,57204,Chavantes,12.484
SP,11904,Clementina,7.992
SP,12001,Colina,18.245
SP,12100,Colômbia,6.211
SP,12209,Conchal,27.132
SP,12308,Conchas,17.406
SP,12407,Cordeirópolis,23.234
SP,12506,Coroados,5.753
SP,12605,Coronel Macedo,4.922
SP,12704,Corumbataí,4.036
SP,12803,Cosmópolis,66.807
SP,12902,Cosmorama,7.388
SP,13009,Cotia,229.548
SP,13108,Cravinhos,34.110
SP,13207,Cristais Paulista,8.260
SP,13306,Cruzália,2.209
SP,13405,Cruzeiro,81.082
SP,13504,Cubatão,127.006
SP,13603,Cunha,22.086
SP,13702,Descalvado,32.980
SP,13801,Diadema,412.428
SP,13850,Dirce Reis,1.772
SP,13900,Divinolândia,11.492
SP,14007,Dobrada,8.592
SP,14106,Dois Córregos,26.517
SP,14205,Dolcinópolis,2.142
SP,14304,Dourado,8.897
SP,14403,Dracena,45.847
SP,14502,Duartina,12.567
SP,14601,Dumont,9.178
SP,14700,Echaporã,6.316
SP,14809,Eldorado,15.339
SP,14908,Elias Fausto,17.085
SP,14924,Elisiário,3.451
SP,14957,Embaúba,2.481
SP,15004,Embu das Artes,261.781
SP,15103,Embu-Guaçu,67.296
SP,15129,Emilianópolis,3.174
SP,15152,Engenheiro Coelho,18.611
SP,15186,Espírito Santo do Pinhal,43.897
SP,15194,Espírito Santo do Turvo,4.621
SP,57303,Estiva Gerbi,10.873
SP,15301,Estrela do Norte,2.761
SP,15202,Estrela d'Oeste,8.462
SP,15350,Euclides da Cunha Paulista,9.642
SP,15400,Fartura,15.960
SP,15608,Fernando Prestes,5.760
SP,15509,Fernandópolis,68.120
SP,15657,Fernão,1.669
SP,15707,Ferraz de Vasconcelos,184.700
SP,15806,Flora Rica,1.634
SP,15905,Floreal,3.011
SP,16002,Flórida Paulista,14.000
SP,16101,Florínia,2.799
SP,16200,Franca,342.112
SP,16309,Francisco Morato,168.243
SP,16408,Franco da Rocha,145.755
SP,16507,Gabriel Monteiro,2.790
SP,16606,Gália,6.894
SP,16705,Garça,44.532
SP,16804,Gastão Vidigal,4.585
SP,16853,Gavião Peixoto,4.688
SP,16903,General Salgado,10.961
SP,17000,Getulina,11.287
SP,17109,Glicério,4.773
SP,17208,Guaiçara,11.633
SP,17307,Guaimbê,5.696
SP,17406,Guaíra,39.813
SP,17505,Guapiaçu,20.037
SP,17604,Guapiara,17.879
SP,17703,Guará,20.911
SP,17802,Guaraçaí,8.525
SP,17901,Guaraci,10.778
SP,18008,Guarani d'Oeste,2.020
SP,18107,Guarantã,6.651
SP,18206,Guararapes,32.346
SP,18305,Guararema,28.344
SP,18404,Guaratinguetá,119.073
SP,18503,Guareí,16.867
SP,18602,Guariba,38.499
SP,18701,Guarujá,311.230
SP,18800,Guarulhos,1.324.781
SP,18859,Guatapará,7.446
SP,18909,Guzolândia,5.103
SP,19006,Herculândia,9.278
SP,19055,Holambra,13.375
SP,19071,Hortolândia,215.819
SP,19105,Iacanga,11.066
SP,19204,Iacri,6.481
SP,19253,Iaras,7.970
SP,19303,Ibaté,33.535
SP,19402,Ibirá,11.861
SP,19501,Ibirarema,7.376
SP,19600,Ibitinga,57.649
SP,19709,Ibiúna,76.432
SP,19808,Icém,7.997
SP,19907,Iepê,8.036
SP,20004,Igaraçu do Tietê,24.451
SP,20103,Igarapava,29.727
SP,20202,Igaratá,9.349
SP,20301,Iguape,30.390
SP,20426,Ilha Comprida,10.291
SP,20442,Ilha Solteira,26.344
SP,20400,Ilhabela,32.197
SP,20509,Indaiatuba,231.033
SP,20608,Indiana,4.941
SP,20707,Indiaporã,3.969
SP,20806,Inúbia Paulista,3.881
SP,20905,Ipaussu,14.579
SP,21002,Iperó,33.367
SP,21101,Ipeúna,6.914
SP,21150,Ipiguá,5.022
SP,21200,Iporanga,4.333
SP,21309,Ipuã,15.567
SP,21408,Iracemápolis,22.557
SP,21507,Irapuã,7.774
SP,21606,Irapuru,8.187
SP,21705,Itaberá,18.015
SP,21804,Itaí,26.042
SP,21903,Itajobi,15.177
SP,22000,Itaju,3.606
SP,22109,Itanhaém,96.222
SP,22158,Itaóca,3.337
SP,22208,Itapecerica da Serra,167.236
SP,22307,Itapetininga,157.016
SP,22406,Itapeva,92.710
SP,22505,Itapevi,223.404
SP,22604,Itapira,72.967
SP,22653,Itapirapuã Paulista,4.135
SP,22703,Itápolis,42.343
SP,22802,Itaporanga,15.115
SP,22901,Itapuí,13.328
SP,23008,Itapura,4.717
SP,23107,Itaquaquecetuba,352.801
SP,23206,Itararé,50.105
SP,23305,Itariri,16.759
SP,23404,Itatiba,113.284
SP,23503,Itatinga,19.738
SP,23602,Itirapina,17.160
SP,23701,Itirapuã,6.321
SP,23800,Itobi,7.831
SP,23909,Itu,167.095
SP,24006,Itupeva,54.128
SP,24105,Ituverava,40.994
SP,24204,Jaborandi,6.882
SP,24303,Jaboticabal,75.820
SP,24402,Jacareí,226.539
SP,24501,Jaci,6.486
SP,24600,Jacupiranga,17.851
SP,24709,Jaguariúna,51.907
SP,24808,Jales,48.922
SP,24907,Jambeiro,6.092
SP,25003,Jandira,118.832
SP,25102,Jardinópolis,41.799
SP,25201,Jarinu,27.473
SP,25300,Jaú,143.283
SP,25409,Jeriquara,3.216
SP,25508,Joanópolis,12.725
SP,25607,João Ramalho,4.416
SP,25706,José Bonifácio,35.538
SP,25805,Júlio Mesquita,4.687
SP,25854,Jumirim,3.142
SP,25904,Jundiaí,401.896
SP,26001,Junqueirópolis,20.066
SP,26100,Juquiá,19.359
SP,26209,Juquitiba,30.642
SP,26308,Lagoinha,4.954
SP,26407,Laranjal Paulista,27.384
SP,26506,Lavínia,10.590
SP,26605,Lavrinhas,7.052
SP,26704,Leme,99.388
SP,26803,Lençóis Paulista,66.131
SP,26902,Limeira,296.440
SP,27009,Lindóia,7.485
SP,27108,Lins,76.092
SP,27207,Lorena,87.178
SP,27256,Lourdes,2.249
SP,27306,Louveira,43.862
SP,27405,Lucélia,21.196
SP,27504,Lucianópolis,2.364
SP,27603,Luís Antônio,13.378
SP,27702,Luiziânia,5.511
SP,27801,Lupércio,4.549
SP,27900,Lutécia,2.729
SP,28007,Macatuba,17.013
SP,28106,Macaubal,8.033
SP,28205,Macedônia,3.746
SP,28304,Magda,3.215
SP,28403,Mairinque,46.015
SP,28502,Mairiporã,92.323
SP,28601,Manduri,9.592
SP,28700,Marabá Paulista,5.435
SP,28809,Maracaí,13.913
SP,28858,Marapoama,2.885
SP,28908,Mariápolis,4.072
SP,29005,Marília,232.006
SP,29104,Marinópolis,2.150
SP,29203,Martinópolis,25.805
SP,29302,Matão,81.439
SP,29401,Mauá,453.286
SP,29500,Mendonça,5.161
SP,29609,Meridiano,3.912
SP,29658,Mesópolis,1.931
SP,29708,Miguelópolis,21.728
SP,29807,Mineiros do Tietê,12.700
SP,30003,Mira Estrela,3.007
SP,29906,Miracatu,20.533
SP,30102,Mirandópolis,29.043
SP,30201,Mirante do Paranapanema,17.979
SP,30300,Mirassol,57.857
SP,30409,Mirassolândia,4.668
SP,30508,Mococa,68.797
SP,30607,Mogi das Cruzes,424.633
SP,30706,Mogi Guaçu,147.233
SP,30805,Moji Mirim,91.483
SP,30904,Mombuca,3.441
SP,31001,Monções,2.235
SP,31100,Mongaguá,52.492
SP,31209,Monte Alegre do Sul,7.736
SP,31308,Monte Alto,49.456
SP,31407,Monte Aprazível,23.857
SP,31506,Monte Azul Paulista,19.304
SP,31605,Monte Castelo,4.188
SP,31803,Monte Mor,55.409
SP,31704,Monteiro Lobato,4.467
SP,31902,Morro Agudo,31.620
SP,32009,Morungaba,12.934
SP,32058,Motuca,4.607
SP,32108,Murutinga do Sul,4.415
SP,32157,Nantes,2.979
SP,32207,Narandiba,4.657
SP,32306,Natividade da Serra,6.786
SP,32405,Nazaré Paulista,17.794
SP,32504,Neves Paulista,9.008
SP,32603,Nhandeara,11.303
SP,32702,Nipoã,4.835
SP,32801,Nova Aliança,6.555
SP,32827,Nova Campina,9.307
SP,32843,Nova Canaã Paulista,2.032
SP,32868,Nova Castilho,1.217
SP,32900,Nova Europa,10.439
SP,33007,Nova Granada,20.717
SP,33106,Nova Guataporanga,2.288
SP,33205,Nova Independência,3.588
SP,33304,Nova Luzitânia,3.843
SP,33403,Nova Odessa,56.764
SP,33254,Novais,5.313
SP,33502,Novo Horizonte,39.543
SP,33601,Nuporanga,7.255
SP,33700,Ocauçu,4.302
SP,33809,Óleo,2.628
SP,33908,Olímpia,53.360
SP,34005,Onda Verde,4.209
SP,34104,Oriente,6.421
SP,34203,Orindiúva,6.493
SP,34302,Orlândia,42.678
SP,34401,Osasco,694.844
SP,34500,Oscar Bressane,2.615
SP,34609,Osvaldo Cruz,32.475
SP,34708,Ourinhos,110.282
SP,34807,Ouro Verde,8.330
SP,34757,Ouroeste,9.564
SP,34906,Pacaembu,13.961
SP,35002,Palestina,12.231
SP,35101,Palmares Paulista,12.336
SP,35200,Palmeira d'Oeste,9.596
SP,35309,Palmital,22.094
SP,35408,Panorama,15.458
SP,35507,Paraguaçu Paulista,44.794
SP,35606,Paraibuna,18.125
SP,35705,Paraíso,6.290
SP,35804,Paranapanema,19.357
SP,35903,Paranapuã,4.018
SP,36000,Parapuã,11.098
SP,36109,Pardinho,6.122
SP,36208,Pariquera-Açu,19.391
SP,36257,Parisi,2.134
SP,36307,Patrocínio Paulista,14.093
SP,36406,Paulicéia,6.981
SP,36505,Paulínia,97.702
SP,36570,Paulistânia,1.839
SP,36604,Paulo de Faria,8.924
SP,36703,Pederneiras,44.910
SP,36802,Pedra Bela,6.044
SP,36901,Pedranópolis,2.570
SP,37008,Pedregulho,16.517
SP,37107,Pedreira,45.579
SP,37156,Pedrinhas Paulista,3.071
SP,37206,Pedro de Toledo,10.967
SP,37305,Penápolis,62.071
SP,37404,Pereira Barreto,25.767
SP,37503,Pereiras,8.213
SP,37602,Peruíbe,65.226
SP,37701,Piacatu,5.739
SP,37800,Piedade,54.717
SP,37909,Pilar do Sul,28.309
SP,38006,Pindamonhangaba,160.614
SP,38105,Pindorama,16.342
SP,38204,Pinhalzinho,14.423
SP,38303,Piquerobi,3.679
SP,38501,Piquete,14.123
SP,38600,Piracaia,26.688
SP,38709,Piracicaba,391.449
SP,38808,Piraju,29.664
SP,38907,Pirajuí,24.546
SP,39004,Pirangi,11.220
SP,39103,Pirapora do Bom Jesus,17.646
SP,39202,Pirapozinho,26.594
SP,39301,Pirassununga,74.587
SP,39400,Piratininga,13.093
SP,39509,Pitangueiras,38.211
SP,39608,Planalto,4.941
SP,39707,Platina,3.434
SP,39806,Poá,113.793
SP,39905,Poloni,5.833
SP,40002,Pompéia,21.375
SP,40101,Pongaí,3.508
SP,40200,Pontal,45.978
SP,40259,Pontalinda,4.433
SP,40309,Pontes Gestal,2.593
SP,40408,Populina,4.269
SP,40507,Porangaba,9.299
SP,40606,Porto Feliz,51.928
SP,40705,Porto Ferreira,54.761
SP,40754,Potim,22.453
SP,40804,Potirendaba,16.709
SP,40853,Pracinha,3.547
SP,40903,Pradópolis,19.814
SP,41000,Praia Grande,299.261
SP,41059,Pratânia,5.021
SP,41109,Presidente Alves,4.179
SP,41208,Presidente Bernardes,13.568
SP,41307,Presidente Epitácio,43.535
SP,41406,Presidente Prudente,222.192
SP,41505,Presidente Venceslau,39.407
SP,41604,Promissão,38.764
SP,41653,Quadra,3.587
SP,41703,Quatá,13.702
SP,41802,Queiroz,3.166
SP,41901,Queluz,12.600
SP,42008,Quintana,6.437
SP,42107,Rafard,9.004
SP,42206,Rancharia,29.778
SP,42305,Redenção da Serra,3.930
SP,42404,Regente Feijó,19.733
SP,42503,Reginópolis,8.640
SP,42602,Registro,56.280
SP,42701,Restinga,7.223
SP,42800,Ribeira,3.408
SP,42909,Ribeirão Bonito,12.909
SP,43006,Ribeirão Branco,17.646
SP,43105,Ribeirão Corrente,4.579
SP,43204,Ribeirão do Sul,4.573
SP,43238,Ribeirão dos Índios,2.245
SP,43253,Ribeirão Grande,7.682
SP,43303,Ribeirão Pires,120.396
SP,43402,Ribeirão Preto,666.323
SP,43600,Rifaina,3.597
SP,43709,Rincão,10.796
SP,43808,Rinópolis,10.133
SP,43907,Rio Claro,199.961
SP,44004,Rio das Pedras,32.982
SP,44103,Rio Grande da Serra,48.302
SP,44202,Riolândia,11.766
SP,43501,Riversul,5.941
SP,44251,Rosana,18.459
SP,44301,Roseira,10.344
SP,44400,Rubiácea,2.983
SP,44509,Rubinéia,3.060
SP,44608,Sabino,5.502
SP,44707,Sagres,2.456
SP,44806,Sales,6.002
SP,44905,Sales Oliveira,11.438
SP,45001,Salesópolis,16.688
SP,45100,Salmourão,5.152
SP,45159,Saltinho,7.818
SP,45209,Salto,114.171
SP,45308,Salto de Pirapora,43.574
SP,45407,Salto Grande,9.223
SP,45506,Sandovalina,4.076
SP,45605,Santa Adélia,15.178
SP,45704,Santa Albertina,5.971
SP,45803,Santa Bárbara d'Oeste,190.139
SP,46009,Santa Branca,14.534
SP,46108,Santa Clara d'Oeste,2.137
SP,46207,Santa Cruz da Conceição,4.332
SP,46256,Santa Cruz da Esperança,2.084
SP,46306,Santa Cruz das Palmeiras,32.749
SP,46405,Santa Cruz do Rio Pardo,46.633
SP,46504,Santa Ernestina,5.681
SP,46603,Santa Fé do Sul,31.348
SP,46702,Santa Gertrudes,24.737
SP,46801,Santa Isabel,54.926
SP,46900,Santa Lúcia,8.687
SP,47007,Santa Maria da Serra,5.902
SP,47106,Santa Mercedes,2.937
SP,47502,Santa Rita do Passa Quatro,27.502
SP,47403,Santa Rita d'Oeste,2.564
SP,47601,Santa Rosa de Viterbo,25.666
SP,47650,Santa Salete,1.523
SP,47205,Santana da Ponte Pensa,1.591
SP,47304,Santana de Parnaíba,126.574
SP,47700,Santo Anastácio,21.044
SP,47809,Santo André,710.210
SP,47908,Santo Antônio da Alegria,6.739
SP,48005,Santo Antônio de Posse,22.389
SP,48054,Santo Antônio do Aracanguá,8.169
SP,48104,Santo Antônio do Jardim,6.053
SP,48203,Santo Antônio do Pinhal,6.767
SP,48302,Santo Expedito,3.011
SP,48401,Santópolis do Aguapeí,4.611
SP,48500,Santos,433.966
SP,48609,São Bento do Sapucaí,10.864
SP,48708,São Bernardo do Campo,816.925
SP,48807,São Caetano do Sul,158.024
SP,48906,São Carlos,241.389
SP,49003,São Francisco,2.857
SP,49102,São João da Boa Vista,89.027
SP,49201,São João das Duas Pontes,2.612
SP,49250,São João de Iracema,1.885
SP,49300,São João do Pau d'Alho,2.141
SP,49409,São Joaquim da Barra,50.110
SP,49508,São José da Bela Vista,8.823
SP,49607,São José do Barreiro,4.185
SP,49706,São José do Rio Pardo,54.388
SP,49805,São José do Rio Preto,442.548
SP,49904,São José dos Campos,688.597
SP,49953,São Lourenço da Serra,15.177
SP,50001,São Luís do Paraitinga,10.731
SP,50100,São Manuel,40.367
SP,50209,São Miguel Arcanjo,32.769
SP,50308,São Paulo,11.967.825
SP,50407,São Pedro,34.284
SP,50506,São Pedro do Turvo,7.567
SP,50605,São Roque,86.515
SP,50704,São Sebastião,83.020
SP,50803,São Sebastião da Grama,12.355
SP,50902,São Simão,15.104
SP,51009,São Vicente,355.542
SP,51108,Sarapuí,9.836
SP,51207,Sarutaiá,3.694
SP,51306,Sebastianópolis do Sul,3.334
SP,51405,Serra Azul,13.216
SP,51603,Serra Negra,28.321
SP,51504,Serrana,42.784
SP,51702,Sertãozinho,120.152
SP,51801,Sete Barras,13.144
SP,51900,Severínia,16.806
SP,52007,Silveiras,6.158
SP,52106,Socorro,39.565
SP,52205,Sorocaba,644.919
SP,52304,Sud Mennucci,7.712
SP,52403,Sumaré,265.955
SP,52551,Suzanápolis,3.742
SP,52502,Suzano,285.280
SP,52601,Tabapuã,12.103
SP,52700,Tabatinga,15.881
SP,52809,Taboão da Serra,272.177
SP,52908,Taciba,6.110
SP,53005,Taguaí,12.586
SP,53104,Taiaçu,6.205
SP,53203,Taiúva,5.605
SP,53302,Tambaú,23.214
SP,53401,Tanabi,25.467
SP,53500,Tapiraí,8.047
SP,53609,Tapiratiba,13.076
SP,53658,Taquaral,2.819
SP,53708,Taquaritinga,56.587
SP,53807,Taquarituba,23.163
SP,53856,Taquarivaí,5.605
SP,53906,Tarabai,7.168
SP,53955,Tarumã,14.205
SP,54003,Tatuí,116.682
SP,54102,Taubaté,302.331
SP,54201,Tejupá,4.750
SP,54300,Teodoro Sampaio,22.675
SP,54409,Terra Roxa,9.101
SP,54508,Tietê,40.194
SP,54607,Timburi,2.699
SP,54656,Torre de Pedra,2.375
SP,54706,Torrinha,9.846
SP,54755,Trabiju,1.664
SP,54805,Tremembé,44.912
SP,54904,Três Fronteiras,5.719
SP,54953,Tuiuti,6.533
SP,55000,Tupã,65.651
SP,55109,Tupi Paulista,15.153
SP,55208,Turiúba,2.009
SP,55307,Turmalina,1.883
SP,55356,Ubarana,5.910
SP,55406,Ubatuba,86.392
SP,55505,Ubirajara,4.687
SP,55604,Uchoa,9.968
SP,55703,União Paulista,1.754
SP,55802,Urânia,9.135
SP,55901,Uru,1.229
SP,56008,Urupês,13.504
SP,56107,Valentim Gentil,12.416
SP,56206,Valinhos,120.258
SP,56305,Valparaíso,24.993
SP,56354,Vargem,9.854
SP,56404,Vargem Grande do Sul,41.807
SP,56453,Vargem Grande Paulista,48.720
SP,56503,Várzea Paulista,116.601
SP,56602,Vera Cruz,10.997
SP,56701,Vinhedo,72.550
SP,56800,Viradouro,18.428
SP,56909,Vista Alegre do Alto,8.002
SP,56958,Vitória Brasil,1.821
SP,57006,Votorantim,117.794
SP,57105,Votuporanga,91.278
SP,57154,Zacarias,2.574
PR,00103,Abatiá,7.823
PR,00202,Adrianópolis,6.333
PR,00301,Agudos do Sul,8.983
PR,00400,Almirante Tamandaré,112.870
PR,00459,Altamira do Paraná,3.341
PR,28625,Alto Paraíso,3.077
PR,00608,Alto Paraná,14.518
PR,00707,Alto Piquiri,10.285
PR,00509,Altônia,21.744
PR,00806,Alvorada do Sul,11.057
PR,00905,Amaporã,5.953
PR,01002,Ampére,18.591
PR,01051,Anahy,2.915
PR,01101,Andirá,20.876
PR,01150,Ângulo,2.964
PR,01200,Antonina,19.416
PR,01309,Antônio Olinto,7.578
PR,01408,Apucarana,130.430
PR,01507,Arapongas,115.412
PR,01606,Arapoti,27.547
PR,01655,Arapuã,3.426
PR,01705,Araruna,14.014
PR,01804,Araucária,133.428
PR,01853,Ariranha do Ivaí,2.359
PR,01903,Assaí,16.212
PR,02000,Assis Chateaubriand,34.027
PR,02109,Astorga,25.976
PR,02208,Atalaia,4.004
PR,02307,Balsa Nova,12.337
PR,02406,Bandeirantes,32.639
PR,02505,Barbosa Ferraz,12.487
PR,02703,Barra do Jacaré,2.821
PR,02604,Barracão,10.231
PR,02752,Bela Vista da Caroba,3.848
PR,02802,Bela Vista do Paraíso,15.612
PR,02901,Bituruna,16.480
PR,03008,Boa Esperança,4.478
PR,03024,Boa Esperança do Iguaçu,2.716
PR,03040,Boa Ventura de São Roque,6.683
PR,03057,Boa Vista da Aparecida,7.968
PR,03107,Bocaiúva do Sul,12.159
PR,03156,Bom Jesus do Sul,3.777
PR,03206,Bom Sucesso,6.944
PR,03222,Bom Sucesso do Sul,3.365
PR,03305,Borrazópolis,7.497
PR,03354,Braganey,5.742
PR,03370,Brasilândia do Sul,3.037
PR,03404,Cafeara,2.873
PR,03453,Cafelândia,16.611
PR,03479,Cafezal do Sul,4.288
PR,03503,Califórnia,8.505
PR,03602,Cambará,25.170
PR,03701,Cambé,103.822
PR,03800,Cambira,7.708
PR,03909,Campina da Lagoa,15.247
PR,03958,Campina do Simão,4.096
PR,04006,Campina Grande do Sul,41.821
PR,04055,Campo Bonito,4.259
PR,04105,Campo do Tenente,7.693
PR,04204,Campo Largo,124.098
PR,04253,Campo Magro,27.517
PR,04303,Campo Mourão,92.930
PR,04402,Cândido de Abreu,16.339
PR,04428,Candói,15.822
PR,04451,Cantagalo,13.452
PR,04501,Capanema,19.275
PR,04600,Capitão Leônidas Marques,15.724
PR,04659,Carambeí,21.590
PR,04709,Carlópolis,14.337
PR,04808,Cascavel,312.778
PR,04907,Castro,70.810
PR,05003,Catanduvas,10.459
PR,05102,Centenário do Sul,11.312
PR,05201,Cerro Azul,17.755
PR,05300,Céu Azul,11.649
PR,05409,Chopinzinho,19.992
PR,05508,Cianorte,77.515
PR,05607,Cidade Gaúcha,12.069
PR,05706,Clevelândia,17.373
PR,05805,Colombo,232.432
PR,05904,Colorado,23.678
PR,06001,Congonhinhas,8.736
PR,06100,Conselheiro Mairinck,3.831
PR,06209,Contenda,17.525
PR,06308,Corbélia,17.076
PR,06407,Cornélio Procópio,48.551
PR,06456,Coronel Domingos Soares,7.580
PR,06506,Coronel Vivida,21.846
PR,06555,Corumbataí do Sul,3.749
PR,06803,Cruz Machado,18.807
PR,06571,Cruzeiro do Iguaçu,4.376
PR,06605,Cruzeiro do Oeste,21.190
PR,06704,Cruzeiro do Sul,4.637
PR,06852,Cruzmaltina,3.147
PR,06902,Curitiba,1.879.355
PR,07009,Curiúva,14.817
PR,07108,Diamante do Norte,5.463
PR,07124,Diamante do Sul,3.568
PR,07157,Diamante D'Oeste,5.259
PR,07207,Dois Vizinhos,39.138
PR,07256,Douradina,8.228
PR,07306,Doutor Camargo,6.047
PR,28633,Doutor Ulysses,5.808
PR,07405,Enéas Marques,6.195
PR,07504,Engenheiro Beltrão,14.307
PR,07538,Entre Rios do Oeste,4.306
PR,07520,Esperança Nova,1.898
PR,07546,Espigão Alto do Iguaçu,4.542
PR,07553,Farol,3.388
PR,07603,Faxinal,17.160
PR,07652,Fazenda Rio Grande,92.204
PR,07702,Fênix,4.908
PR,07736,Fernandes Pinheiro,5.954
PR,07751,Figueira,8.268
PR,07850,Flor da Serra do Sul,4.802
PR,07801,Floraí,5.126
PR,07900,Floresta,6.467
PR,08007,Florestópolis,11.205
PR,08106,Flórida,2.674
PR,08205,Formosa do Oeste,7.296
PR,08304,Foz do Iguaçu,263.782
PR,08452,Foz do Jordão,5.210
PR,08320,Francisco Alves,6.415
PR,08403,Francisco Beltrão,86.499
PR,08502,General Carneiro,14.039
PR,08551,Godoy Moreira,3.245
PR,08601,Goioerê,29.702
PR,08650,Goioxim,7.517
PR,08700,Grandes Rios,6.337
PR,08809,Guaíra,32.591
PR,08908,Guairaçá,6.531
PR,08957,Guamiranga,8.484
PR,09005,Guapirama,3.950
PR,09104,Guaporema,2.290
PR,09203,Guaraci,5.434
PR,09302,Guaraniaçu,13.998
PR,09401,Guarapuava,178.126
PR,09500,Guaraqueçaba,7.966
PR,09609,Guaratuba,35.182
PR,09658,Honório Serpa,5.769
PR,09708,Ibaiti,30.678
PR,09757,Ibema,6.352
PR,09807,Ibiporã,52.330
PR,09906,Icaraíma,8.641
PR,10003,Iguaraçu,4.275
PR,10052,Iguatu,2.302
PR,10078,Imbaú,12.400
PR,10102,Imbituva,31.055
PR,10201,Inácio Martins,11.307
PR,10300,Inajá,3.119
PR,10409,Indianópolis,4.481
PR,10508,Ipiranga,14.978
PR,10607,Iporã,14.887
PR,10656,Iracema do Oeste,2.512
PR,10706,Irati,59.708
PR,10805,Iretama,10.689
PR,10904,Itaguajé,4.639
PR,10953,Itaipulândia,10.236
PR,11001,Itambaracá,6.852
PR,11100,Itambé,6.192
PR,11209,Itapejara d'Oeste,11.454
PR,11258,Itaperuçu,26.755
PR,11308,Itaúna do Sul,3.349
PR,11407,Ivaí,13.628
PR,11506,Ivaiporã,32.710
PR,11555,Ivaté,8.013
PR,11605,Ivatuba,3.201
PR,11704,Jaboti,5.197
PR,11803,Jacarezinho,40.243
PR,11902,Jaguapitã,13.174
PR,12009,Jaguariaíva,34.468
PR,12108,Jandaia do Sul,21.203
PR,12207,Janiópolis,6.114
PR,12306,Japira,5.071
PR,12405,Japurá,9.167
PR,12504,Jardim Alegre,12.191
PR,12603,Jardim Olinda,1.409
PR,12702,Jataizinho,12.504
PR,12751,Jesuítas,8.964
PR,12801,Joaquim Távora,11.544
PR,12900,Jundiaí do Sul,3.456
PR,12959,Juranda,7.697
PR,13007,Jussara,6.963
PR,13106,Kaloré,4.438
PR,13205,Lapa,47.557
PR,13254,Laranjal,6.292
PR,13304,Laranjeiras do Sul,32.133
PR,13403,Leópolis,4.165
PR,13429,Lidianópolis,3.774
PR,13452,Lindoeste,5.187
PR,13502,Loanda,22.603
PR,13601,Lobato,4.690
PR,13700,Londrina,548.249
PR,13734,Luiziana,7.471
PR,13759,Lunardelli,5.127
PR,13809,Lupionópolis,4.859
PR,13908,Mallet,13.567
PR,14005,Mamborê,13.943
PR,14104,Mandaguaçu,21.672
PR,14203,Mandaguari,34.289
PR,14302,Mandirituba,24.905
PR,14351,Manfrinópolis,2.954
PR,14401,Mangueirinha,17.334
PR,14500,Manoel Ribas,13.660
PR,14609,Marechal Cândido Rondon,50.808
PR,14708,Maria Helena,5.982
PR,14807,Marialva,34.388
PR,14906,Marilândia do Sul,9.078
PR,15002,Marilena,7.134
PR,15101,Mariluz,10.541
PR,15200,Maringá,397.437
PR,15309,Mariópolis,6.585
PR,15358,Maripá,5.793
PR,15408,Marmeleiro,14.470
PR,15457,Marquinho,4.871
PR,15507,Marumbi,4.755
PR,15606,Matelândia,17.340
PR,15705,Matinhos,32.591
PR,15739,Mato Rico,3.668
PR,15754,Mauá da Serra,9.705
PR,15804,Medianeira,44.885
PR,15853,Mercedes,5.398
PR,15903,Mirador,2.334
PR,16000,Miraselva,1.885
PR,16059,Missal,10.847
PR,16109,Moreira Sales,12.709
PR,16208,Morretes,16.435
PR,16307,Munhoz de Melo,3.909
PR,16406,Nossa Senhora das Graças,4.064
PR,16505,Nova Aliança do Ivaí,1.518
PR,16604,Nova América da Colina,3.553
PR,16703,Nova Aurora,11.537
PR,16802,Nova Cantu,6.650
PR,16901,Nova Esperança,27.886
PR,16950,Nova Esperança do Sudoeste,5.206
PR,17008,Nova Fátima,8.359
PR,17057,Nova Laranjeiras,11.968
PR,17107,Nova Londrina,13.470
PR,17206,Nova Olímpia,5.782
PR,17255,Nova Prata do Iguaçu,10.722
PR,17214,Nova Santa Bárbara,4.163
PR,17222,Nova Santa Rosa,8.092
PR,17271,Nova Tebas,6.792
PR,17297,Novo Itacolomi,2.907
PR,17305,Ortigueira,23.418
PR,17404,Ourizona,3.488
PR,17453,Ouro Verde do Oeste,5.976
PR,17503,Paiçandu,39.291
PR,17602,Palmas,47.674
PR,17701,Palmeira,33.753
PR,17800,Palmital,14.477
PR,17909,Palotina,30.859
PR,18006,Paraíso do Norte,13.011
PR,18105,Paranacity,11.069
PR,18204,Paranaguá,150.660
PR,18303,Paranapoema,3.050
PR,18402,Paranavaí,86.773
PR,18451,Pato Bragado,5.304
PR,18501,Pato Branco,79.011
PR,18600,Paula Freitas,5.773
PR,18709,Paulo Frontin,7.291
PR,18808,Peabiru,14.144
PR,18857,Perobal,5.995
PR,18907,Pérola,10.937
PR,19004,Pérola d'Oeste,6.746
PR,19103,Piên,12.211
PR,19152,Pinhais,127.045
PR,19251,Pinhal de São Bento,2.740
PR,19202,Pinhalão,6.425
PR,19301,Pinhão,31.978
PR,19400,Piraí do Sul,24.953
PR,19509,Piraquara,104.481
PR,19608,Pitanga,32.419
PR,19657,Pitangueiras,3.073
PR,19707,Planaltina do Paraná,4.277
PR,19806,Planalto,13.926
