estado,codigo,descricao,populacao
MG,32503,Itamarandiba,34.253
MG,32602,Itamarati de Minas,4.318
MG,32701,Itambacuri,23.585
MG,32800,Itambé do Mato Dentro,2.242
MG,32909,Itamogi,10.535
MG,33006,Itamonte,15.136
MG,33105,Itanhandu,15.105
MG,33204,Itanhomi,12.340
MG,33303,Itaobim,21.564
MG,33402,Itapagipe,14.784
MG,33501,Itapecerica,22.109
MG,33600,Itapeva,9.436
MG,33709,Itatiaiuçu,10.781
MG,33758,Itaú de Minas,15.897
MG,33808,Itaúna,91.453
MG,33907,Itaverava,5.758
MG,34004,Itinga,15.059
MG,34103,Itueta,6.087
MG,34202,Ituiutaba,103.333
MG,34301,Itumirim,6.237
MG,34400,Iturama,37.700
MG,34509,Itutinga,3.950
MG,34608,Jaboticatubas,19.052
MG,34707,Jacinto,12.537
MG,34806,Jacuí,7.783
MG,34905,Jacutinga,24.930
MG,35001,Jaguaraçu,3.136
MG,35050,Jaíba,37.054
MG,35076,Jampruca,5.361
MG,35100,Janaúba,70.886
MG,35209,Januária,68.247
MG,35308,Japaraíba,4.241
MG,35357,Japonvar,8.643
MG,35407,Jeceaba,5.294
MG,35456,Jenipapo de Minas,7.580
MG,35506,Jequeri,12.946
MG,35605,Jequitaí,7.975
MG,35704,Jequitibá,5.313
MG,35803,Jequitinhonha,25.365
MG,35902,Jesuânia,4.899
MG,36009,Joaíma,15.562
MG,36108,Joanésia,5.143
MG,36207,João Monlevade,78.583
MG,36306,João Pinheiro,48.179
MG,36405,Joaquim Felício,4.607
MG,36504,Jordânia,10.826
MG,36520,José Gonçalves de Minas,4.643
MG,36553,José Raydan,4.793
MG,36579,Josenópolis,4.830
MG,36652,Juatuba,25.087
MG,36702,Juiz de Fora,555.284
MG,36801,Juramento,4.325
MG,36900,Juruaia,10.125
MG,36959,Juvenília,5.861
MG,37007,Ladainha,17.976
MG,37106,Lagamar,7.799
MG,37205,Lagoa da Prata,50.197
MG,37304,Lagoa dos Patos,4.272
MG,37403,Lagoa Dourada,12.938
MG,37502,Lagoa Formosa,18.037
MG,37536,Lagoa Grande,9.294
MG,37601,Lagoa Santa,59.770
MG,37700,Lajinha,20.262
MG,37809,Lambari,20.671
MG,37908,Lamim,3.511
MG,38005,Laranjal,6.799
MG,38104,Lassance,6.663
MG,38203,Lavras,100.243
MG,38302,Leandro Ferreira,3.298
MG,38351,Leme do Prado,4.983
MG,38401,Leopoldina,53.145
MG,38500,Liberdade,5.346
MG,38609,Lima Duarte,16.829
MG,38625,Limeira do Oeste,7.383
MG,38658,Lontra,8.938
MG,38674,Luisburgo,6.408
MG,38682,Luislândia,6.710
MG,38708,Luminárias,5.571
MG,38807,Luz,18.290
MG,38906,Machacalis,7.219
MG,39003,Machado,41.368
MG,39102,Madre de Deus de Minas,5.124
MG,39201,Malacacheta,19.191
MG,39250,Mamonas,6.591
MG,39300,Manga,19.622
MG,39409,Manhuaçu,86.844
MG,39508,Manhumirim,22.577
MG,39607,Mantena,28.061
MG,39805,Mar de Espanha,12.572
MG,39706,Maravilhas,7.744
MG,39904,Maria da Fé,14.518
MG,40001,Mariana,58.802
MG,40100,Marilac,4.275
MG,40159,Mário Campos,14.624
MG,40209,Maripá de Minas,2.950
MG,40308,Marliéria,4.127
MG,40407,Marmelópolis,2.938
MG,40506,Martinho Campos,13.314
MG,40530,Martins Soares,7.968
MG,40555,Mata Verde,8.425
MG,40605,Materlândia,4.645
MG,40704,Mateus Leme,30.155
MG,71501,Mathias Lobato,3.373
MG,40803,Matias Barbosa,14.285
MG,40852,Matias Cardoso,10.822
MG,40902,Matipó,18.713
MG,41009,Mato Verde,12.895
MG,41108,Matozinhos,36.719
MG,41207,Matutina,3.851
MG,41306,Medeiros,3.707
MG,41405,Medina,21.459
MG,41504,Mendes Pimentel,6.549
MG,41603,Mercês,10.813
MG,41702,Mesquita,5.993
MG,41801,Minas Novas,31.915
MG,41900,Minduri,3.964
MG,42007,Mirabela,13.643
MG,42106,Miradouro,10.759
MG,42205,Miraí,14.753
MG,42254,Miravânia,4.832
MG,42304,Moeda,4.922
MG,42403,Moema,7.448
MG,42502,Monjolos,2.352
MG,42601,Monsenhor Paulo,8.628
MG,42700,Montalvânia,15.779
MG,42809,Monte Alegre de Minas,20.856
MG,42908,Monte Azul,21.990
MG,43005,Monte Belo,13.444
MG,43104,Monte Carmelo,47.937
MG,43153,Monte Formoso,4.897
MG,43203,Monte Santo de Minas,21.915
MG,43401,Monte Sião,23.022
MG,43302,Montes Claros,394.350
MG,43450,Montezuma,8.041
MG,43500,Morada Nova de Minas,8.764
MG,43609,Morro da Garça,2.630
MG,43708,Morro do Pilar,3.378
MG,43807,Munhoz,6.304
MG,43906,Muriaé,107.263
MG,44003,Mutum,27.494
MG,44102,Muzambinho,21.017
MG,44201,Nacip Raydan,3.266
MG,44300,Nanuque,41.829
MG,44359,Naque,6.824
MG,44375,Natalândia,3.379
MG,44409,Natércia,4.812
MG,44508,Nazareno,8.478
MG,44607,Nepomuceno,26.897
MG,44656,Ninheira,10.301
MG,44672,Nova Belém,3.559
MG,44706,Nova Era,17.998
MG,44805,Nova Lima,89.900
MG,44904,Nova Módica,3.792
MG,45000,Nova Ponte,14.484
MG,45059,Nova Porteirinha,7.636
MG,45109,Nova Resende,16.429
MG,45208,Nova Serrana,89.859
MG,36603,Nova União,5.779
MG,45307,Novo Cruzeiro,31.803
MG,45356,Novo Oriente de Minas,10.807
MG,45372,Novorizonte,5.255
MG,45406,Olaria,1.913
MG,45455,Olhos-d'Água,5.808
MG,45505,Olímpio Noronha,2.722
MG,45604,Oliveira,41.562
MG,45703,Oliveira Fortes,2.182
MG,45802,Onça de Pitangui,3.179
MG,45851,Oratórios,4.686
MG,45877,Orizânia,7.831
MG,45901,Ouro Branco,38.249
MG,46008,Ouro Fino,33.390
MG,46107,Ouro Preto,74.036
MG,46206,Ouro Verde de Minas,6.128
MG,46255,Padre Carvalho,6.250
MG,46305,Padre Paraíso,19.971
MG,46552,Pai Pedro,6.162
MG,46404,Paineiras,4.677
MG,46503,Pains,8.351
MG,46602,Paiva,1.583
MG,46701,Palma,6.746
MG,46750,Palmópolis,6.405
MG,46909,Papagaios,15.274
MG,47105,Pará de Minas,91.158
MG,47006,Paracatu,91.027
MG,47204,Paraguaçu,21.384
MG,47303,Paraisópolis,20.710
MG,47402,Paraopeba,24.110
MG,47600,Passa Quatro,16.353
MG,47709,Passa Tempo,8.349
MG,47501,Passabém,1.753
MG,47808,Passa-Vinte,2.112
MG,47907,Passos,113.122
MG,47956,Patis,5.914
MG,48004,Patos de Minas,148.762
MG,48103,Patrocínio,88.648
MG,48202,Patrocínio do Muriaé,5.617
MG,48301,Paula Cândido,9.654
MG,48400,Paulistas,5.000
MG,48509,Pavão,8.739
MG,48608,Peçanha,17.836
MG,48707,Pedra Azul,24.683
MG,48756,Pedra Bonita,7.051
MG,48806,Pedra do Anta,3.339
MG,48905,Pedra do Indaiá,4.021
MG,49002,Pedra Dourada,2.401
MG,49101,Pedralva,11.623
MG,49150,Pedras de Maria da Cruz,11.193
MG,49200,Pedrinópolis,3.650
MG,49309,Pedro Leopoldo,62.951
MG,49408,Pedro Teixeira,1.841
MG,49507,Pequeri,3.323
MG,49606,Pequi,4.342
MG,49705,Perdigão,10.416
MG,49804,Perdizes,15.639
MG,49903,Perdões,21.239
MG,49952,Periquito,7.103
MG,50000,Pescador,4.293
MG,50109,Piau,2.868
MG,50158,Piedade de Caratinga,8.008
MG,50208,Piedade de Ponte Nova,4.203
MG,50307,Piedade do Rio Grande,4.723
MG,50406,Piedade dos Gerais,4.927
MG,50505,Pimenta,8.655
MG,50539,Pingo-d'Água,4.789
MG,50570,Pintópolis,7.540
MG,50604,Piracema,6.570
MG,50703,Pirajuba,5.534
MG,50802,Piranga,17.864
MG,50901,Piranguçu,5.475
MG,51008,Piranguinho,8.505
MG,51107,Pirapetinga,10.818
MG,51206,Pirapora,56.229
MG,51305,Piraúba,11.101
MG,51404,Pitangui,27.273
MG,51503,Piumhi,34.075
MG,51602,Planura,11.509
MG,51701,Poço Fundo,16.775
MG,51800,Poços de Caldas,163.677
MG,51909,Pocrane,8.940
MG,52006,Pompéu,31.178
MG,52105,Ponte Nova,60.005
MG,52131,Ponto Chique,4.212
MG,52170,Ponto dos Volantes,12.016
MG,52204,Porteirinha,38.720
MG,52303,Porto Firme,11.107
MG,52402,Poté,16.502
MG,52501,Pouso Alegre,143.846
MG,52600,Pouso Alto,6.236
MG,52709,Prados,8.919
MG,52808,Prata,27.469
MG,52907,Pratápolis,8.930
MG,53004,Pratinha,3.515
MG,53103,Presidente Bernardes,5.594
MG,53202,Presidente Juscelino,3.875
MG,53301,Presidente Kubitschek,3.056
MG,53400,Presidente Olegário,19.469
MG,53608,Prudente de Morais,10.388
MG,53707,Quartel Geral,3.516
MG,53806,Queluzito,1.947
MG,53905,Raposos,16.230
MG,54002,Raul Soares,24.394
MG,54101,Recreio,10.667
MG,54150,Reduto,7.023
MG,54200,Resende Costa,11.478
MG,54309,Resplendor,17.675
MG,54408,Ressaquinha,4.834
MG,54457,Riachinho,8.274
MG,54507,Riacho dos Machados,9.658
MG,54606,Ribeirão das Neves,322.659
MG,54705,Ribeirão Vermelho,4.026
MG,54804,Rio Acima,9.924
MG,54903,Rio Casca,14.247
MG,55108,Rio do Prado,5.316
MG,55009,Rio Doce,2.600
MG,55207,Rio Espera,5.929
MG,55306,Rio Manso,5.684
MG,55405,Rio Novo,9.050
MG,55504,Rio Paranaíba,12.398
MG,55603,Rio Pardo de Minas,30.732
MG,55702,Rio Piracicaba,14.602
MG,55801,Rio Pomba,17.939
MG,55900,Rio Preto,5.517
MG,56007,Rio Vermelho,13.597
MG,56106,Ritápolis,4.891
MG,56205,Rochedo de Minas,2.263
MG,56304,Rodeiro,7.653
MG,56403,Romaria,3.657
MG,56452,Rosário da Limeira,4.525
MG,56502,Rubelita,7.093
MG,56601,Rubim,10.330
MG,56700,Sabará,134.382
MG,56809,Sabinópolis,15.987
MG,56908,Sacramento,25.630
MG,57005,Salinas,41.301
MG,57104,Salto da Divisa,7.107
MG,57203,Santa Bárbara,30.169
MG,57252,Santa Bárbara do Leste,8.107
MG,57278,Santa Bárbara do Monte Verde,3.037
MG,57302,Santa Bárbara do Tugúrio,4.617
MG,57336,Santa Cruz de Minas,8.429
MG,57377,Santa Cruz de Salinas,4.383
MG,57401,Santa Cruz do Escalvado,5.003
MG,57500,Santa Efigênia de Minas,4.622
MG,57609,Santa Fé de Minas,4.009
MG,57658,Santa Helena de Minas,6.362
MG,57708,Santa Juliana,12.939
MG,57807,Santa Luzia,216.254
MG,57906,Santa Margarida,15.982
MG,58003,Santa Maria de Itabira,10.964
MG,58102,Santa Maria do Salto,5.393
MG,58201,Santa Maria do Suaçuí,14.869
MG,59209,Santa Rita de Caldas,9.218
MG,59407,Santa Rita de Ibitipoca,3.595
MG,59308,Santa Rita de Jacutinga,5.065
MG,59357,Santa Rita de Minas,7.042
MG,59506,Santa Rita do Itueto,5.739
MG,59605,Santa Rita do Sapucaí,41.425
MG,59704,Santa Rosa da Serra,3.368
MG,59803,Santa Vitória,19.389
MG,58300,Santana da Vargem,7.349
MG,58409,Santana de Cataguases,3.836
MG,58508,Santana de Pirapama,8.032
MG,58607,Santana do Deserto,4.016
MG,58706,Santana do Garambéu,2.400
MG,58805,Santana do Jacaré,4.828
MG,58904,Santana do Manhuaçu,8.844
MG,58953,Santana do Paraíso,31.604
MG,59001,Santana do Riacho,4.258
MG,59100,Santana dos Montes,3.897
MG,59902,Santo Antônio do Amparo,18.367
MG,60009,Santo Antônio do Aventureiro,3.659
MG,60108,Santo Antônio do Grama,4.103
MG,60207,Santo Antônio do Itambé,4.093
MG,60306,Santo Antônio do Jacinto,12.008
MG,60405,Santo Antônio do Monte,27.752
MG,60454,Santo Antônio do Retiro,7.290
MG,60504,Santo Antônio do Rio Abaixo,1.816
MG,60603,Santo Hipólito,3.246
MG,60702,Santos Dumont,47.559
MG,60801,São Bento Abade,5.043
MG,60900,São Brás do Suaçuí,3.712
MG,60959,São Domingos das Dores,5.661
MG,61007,São Domingos do Prata,17.798
MG,61056,São Félix de Minas,3.462
MG,61106,São Francisco,56.423
MG,61205,São Francisco de Paula,6.670
MG,61304,São Francisco de Sales,6.150
MG,61403,São Francisco do Glória,5.145
MG,61502,São Geraldo,11.559
MG,61601,São Geraldo da Piedade,4.289
MG,61650,São Geraldo do Baixio,3.834
MG,61700,São Gonçalo do Abaeté,6.780
MG,61809,São Gonçalo do Pará,11.654
MG,61908,São Gonçalo do Rio Abaixo,10.588
MG,25507,São Gonçalo do Rio Preto,3.189
MG,62005,São Gonçalo do Sapucaí,25.274
MG,62104,São Gotardo,34.425
MG,62203,São João Batista do Glória,7.341
MG,62252,São João da Lagoa,4.902
MG,62302,São João da Mata,2.810
MG,62401,São João da Ponte,25.906
MG,62450,São João das Missões,12.652
MG,62500,São João del Rei,89.378
MG,62559,São João do Manhuaçu,11.153
MG,62575,São João do Manteninha,5.650
MG,62609,São João do Oriente,7.888
MG,62658,São João do Pacuí,4.339
MG,62708,São João do Paraíso,23.526
MG,62807,São João Evangelista,16.057
MG,62906,São João Nepomuceno,26.336
MG,62922,São Joaquim de Bicas,29.162
MG,62948,São José da Barra,7.270
MG,62955,São José da Lapa,22.257
MG,63003,São José da Safira,4.274
MG,63102,São José da Varginha,4.702
MG,63201,São José do Alegre,4.197
MG,63300,São José do Divino,3.944
MG,63409,São José do Goiabal,5.673
MG,63508,São José do Jacuri,6.671
MG,63607,São José do Mantimento,2.755
MG,63706,São Lourenço,44.781
MG,63805,São Miguel do Anta,7.019
MG,63904,São Pedro da União,4.979
MG,64100,São Pedro do Suaçuí,5.552
MG,64001,São Pedro dos Ferros,8.284
MG,64209,São Romão,11.553
MG,64308,São Roque de Minas,7.035
MG,64407,São Sebastião da Bela Vista,5.348
MG,64431,São Sebastião da Vargem Alegre,2.973
MG,64472,São Sebastião do Anta,6.286
MG,64506,São Sebastião do Maranhão,10.620
MG,64605,São Sebastião do Oeste,6.430
MG,64704,São Sebastião do Paraíso,69.574
MG,64803,São Sebastião do Rio Preto,1.601
MG,64902,São Sebastião do Rio Verde,2.228
MG,65206,São Thomé das Letras,7.037
MG,65008,São Tiago,11.017
MG,65107,São Tomás de Aquino,7.238
MG,65305,São Vicente de Minas,7.552
MG,65404,Sapucaí-Mirim,6.739
MG,65503,Sardoá,6.083
MG,65537,Sarzedo,29.889
MG,65560,Sem-Peixe,2.814
MG,65578,Senador Amaral,5.419
MG,65602,Senador Cortes,2.047
MG,65701,Senador Firmino,7.700
MG,65800,Senador José Bento,1.735
MG,65909,Senador Modestino Gonçalves,4.484
MG,66006,Senhora de Oliveira,5.879
MG,66105,Senhora do Porto,3.599
MG,66204,Senhora dos Remédios,10.585
MG,66303,Sericita,7.406
MG,66402,Seritinga,1.865
MG,66501,Serra Azul de Minas,4.363
MG,66600,Serra da Saudade,818
MG,66808,Serra do Salitre,11.325
MG,66709,Serra dos Aimorés,8.767
MG,66907,Serrania,7.796
MG,66956,Serranópolis de Minas,4.712
MG,67004,Serranos,2.030
MG,67103,Serro,21.427
MG,67202,Sete Lagoas,232.107
MG,65552,Setubinha,11.837
MG,67301,Silveirânia,2.282
MG,67400,Silvianópolis,6.283
MG,67509,Simão Pereira,2.640
MG,67608,Simonésia,19.421
MG,67707,Sobrália,5.842
MG,67806,Soledade de Minas,6.055
MG,67905,Tabuleiro,4.021
MG,68002,Taiobeiras,33.315
MG,68051,Taparuba,3.203
MG,68101,Tapira,4.542
MG,68200,Tapiraí,1.922
MG,68309,Taquaraçu de Minas,4.030
MG,68408,Tarumirim,14.672
MG,68507,Teixeiras,11.793
MG,68606,Teófilo Otoni,141.046
MG,68705,Timóteo,87.542
MG,68804,Tiradentes,7.640
MG,68903,Tiros,6.871
MG,69000,Tocantins,16.637
MG,69059,Tocos do Moji,4.124
MG,69109,Toledo,6.153
MG,69208,Tombos,9.033
MG,69307,Três Corações,77.921
MG,69356,Três Marias,31.028
MG,69406,Três Pontas,56.649
MG,69505,Tumiritinga,6.669
MG,69604,Tupaciguara,25.363
MG,69703,Turmalina,19.454
MG,69802,Turvolândia,4.964
MG,69901,Ubá,111.012
MG,70008,Ubaí,12.397
MG,70057,Ubaporanga,12.558
MG,70107,Uberaba,322.126
MG,70206,Uberlândia,662.362
MG,70305,Umburatiba,2.727
MG,70404,Unaí,82.887
MG,70438,União de Minas,4.474
MG,70479,Uruana de Minas,3.336
MG,70503,Urucânia,10.585
MG,70529,Urucuia,15.556
MG,70578,Vargem Alegre,6.634
MG,70602,Vargem Bonita,2.213
MG,70651,Vargem Grande do Rio Pardo,4.989
MG,70701,Varginha,132.353
MG,70750,Varjão de Minas,6.762
MG,70800,Várzea da Palma,38.534
MG,70909,Varzelândia,19.702
MG,71006,Vazante,20.652
MG,71030,Verdelândia,9.056
MG,71071,Veredinha,5.773
MG,71105,Veríssimo,3.826
MG,71154,Vermelho Novo,4.883
MG,71204,Vespasiano,118.557
MG,71303,Viçosa,77.318
MG,71402,Vieiras,3.765
MG,71600,Virgem da Lapa,14.030
MG,71709,Virgínia,8.867
MG,71808,Virginópolis,10.810
MG,71907,Virgolândia,5.664
MG,72004,Visconde do Rio Branco,41.182
MG,72103,Volta Grande,5.288
MG,72202,Wenceslau Braz,2.617
ES,00102,Afonso Cláudio,32.454
ES,00169,Água Doce do Norte,12.025
ES,00136,Águia Branca,10.065
ES,00201,Alegre,32.205
ES,00300,Alfredo Chaves,14.973
ES,00359,Alto Rio Novo,7.934
ES,00409,Anchieta,27.624
ES,00508,Apiacá,7.924
ES,00607,Aracruz,95.056
ES,00706,Atilio Vivacqua,11.181
ES,00805,Baixo Guandu,31.467
ES,00904,Barra de São Francisco,44.599
ES,01001,Boa Esperança,15.318
ES,01100,Bom Jesus do Norte,10.176
ES,01159,Brejetuba,12.755
ES,01209,Cachoeiro de Itapemirim,208.702
ES,01308,Cariacica,381.802
ES,01407,Castelo,37.829
ES,01506,Colatina,122.646
ES,01605,Conceição da Barra,31.127
ES,01704,Conceição do Castelo,12.766
ES,01803,Divino de São Lourenço,4.649
ES,01902,Domingos Martins,34.416
ES,02009,Dores do Rio Preto,6.890
ES,02108,Ecoporanga,24.271
ES,02207,Fundão,19.985
ES,02256,Governador Lindenberg,12.284
ES,02306,Guaçuí,30.685
ES,02405,Guarapari,119.802
ES,02454,Ibatiba,25.244
ES,02504,Ibiraçu,12.358
ES,02553,Ibitirama,9.386
ES,02603,Iconha,13.788
ES,02652,Irupi,13.096
ES,02702,Itaguaçu,14.829
ES,02801,Itapemirim,34.272
ES,02900,Itarana,11.289
ES,03007,Iúna,29.585
ES,03056,Jaguaré,28.644
ES,03106,Jerônimo Monteiro,11.876
ES,03130,João Neiva,17.022
ES,03163,Laranja da Terra,11.438
ES,03205,Linhares,163.662
ES,03304,Mantenópolis,15.121
ES,03320,Marataízes,37.923
ES,03346,Marechal Floriano,16.127
ES,03353,Marilândia,12.353
ES,03403,Mimoso do Sul,27.349
ES,03502,Montanha,19.224
ES,03601,Mucurici,5.885
ES,03700,Muniz Freire,18.909
ES,03809,Muqui,15.626
ES,03908,Nova Venécia,50.294
ES,04005,Pancas,23.418
ES,04054,Pedro Canário,26.128
ES,04104,Pinheiros,26.589
ES,04203,Piúma,20.716
ES,04252,Ponto Belo,7.749
ES,04302,Presidente Kennedy,11.309
ES,04351,Rio Bananal,19.181
ES,04401,Rio Novo do Sul,12.045
ES,04500,Santa Leopoldina,12.885
ES,04559,Santa Maria de Jetibá,38.850
ES,04609,Santa Teresa,23.735
ES,04658,São Domingos do Norte,8.709
ES,04708,São Gabriel da Palha,36.328
ES,04807,São José do Calçado,11.012
ES,04906,São Mateus,124.575
ES,04955,São Roque do Canaã,12.384
ES,05002,Serra,485.376
ES,05010,Sooretama,27.966
ES,05036,Vargem Alta,21.141
ES,05069,Venda Nova do Imigrante,23.744
ES,05101,Viana,74.499
ES,05150,Vila Pavão,9.368
ES,05176,Vila Valério,14.657
ES,05200,Vila Velha,472.762
ES,05309,Vitória,355.875
RJ,00100,Angra dos Reis,188.276
RJ,00159,Aperibé,11.023
RJ,00209,Araruama,122.865
RJ,00225,Areal,11.970
RJ,00233,Armação dos Búzios,31.067
RJ,00258,Arraial do Cabo,29.097
RJ,00308,Barra do Piraí,96.865
RJ,00407,Barra Mansa,179.915
RJ,00456,Belford Roxo,481.127
RJ,00506,Bom Jardim,26.278
RJ,00605,Bom Jesus do Itabapoana,35.964
RJ,00704,Cabo Frio,208.451
RJ,00803,Cachoeiras de Macacu,56.290
RJ,00902,Cambuci,14.836
RJ,01009,Campos dos Goytacazes,483.970
RJ,01108,Cantagalo,19.759
RJ,00936,Carapebus,15.008
RJ,01157,Cardoso Moreira,12.558
RJ,01207,Carmo,18.200
RJ,01306,Casimiro de Abreu,40.305
RJ,00951,Comendador Levy Gasparian,8.250
RJ,01405,Conceição de Macabu,22.163
RJ,01504,Cordeiro,21.063
RJ,01603,Duas Barras,11.121
RJ,01702,Duque de Caxias,882.729
RJ,01801,Engenheiro Paulo de Frontin,13.626
RJ,01850,Guapimirim,56.515
RJ,01876,Iguaba Grande,25.901
RJ,01900,Itaboraí,229.007
RJ,02007,Itaguaí,119.143
RJ,02056,Italva,14.569
RJ,02106,Itaocara,22.779
RJ,02205,Itaperuna,99.021
RJ,02254,Itatiaia,30.240
RJ,02270,Japeri,99.863
RJ,02304,Laje do Muriaé,7.298
RJ,02403,Macaé,234.628
RJ,02452,Macuco,5.398
RJ,02502,Magé,234.809
RJ,02601,Mangaratiba,40.779
RJ,02700,Maricá,146.549
RJ,02809,Mendes,18.099
RJ,02858,Mesquita,170.751
RJ,02908,Miguel Pereira,24.842
RJ,03005,Miracema,26.665
RJ,03104,Natividade,15.013
RJ,03203,Nilópolis,158.309
RJ,03302,Niterói,496.696
RJ,03401,Nova Friburgo,184.786
RJ,03500,Nova Iguaçu,807.492
RJ,03609,Paracambi,49.521
RJ,03708,Paraíba do Sul,42.356
RJ,03807,Parati,40.478
RJ,03856,Paty do Alferes,26.818
RJ,03906,Petrópolis,298.142
RJ,03955,Pinheiral,23.887
RJ,04003,Piraí,27.838
RJ,04102,Porciúncula,18.059
RJ,04110,Porto Real,18.266
RJ,04128,Quatis,13.543
RJ,04144,Queimados,143.632
RJ,04151,Quissamã,22.700
RJ,04201,Resende,125.214
RJ,04300,Rio Bonito,57.615
RJ,04409,Rio Claro,17.826
RJ,04508,Rio das Flores,8.892
RJ,04524,Rio das Ostras,131.976
RJ,04557,Rio de Janeiro,6.476.631
RJ,04607,Santa Maria Madalena,10.225
RJ,04706,Santo Antônio de Pádua,41.178
RJ,04805,São Fidélis,37.703
RJ,04755,São Francisco de Itabapoana,41.291
RJ,04904,São Gonçalo,1.038.081
RJ,05000,São João da Barra,34.583
RJ,05109,São João de Meriti,460.625
RJ,05133,São José de Ubá,7.206
RJ,05158,São José do Vale do Rio Preto,20.916
RJ,05208,São Pedro da Aldeia,96.920
RJ,05307,São Sebastião do Alto,9.054
RJ,05406,Sapucaia,17.606
RJ,05505,Saquarema,82.359
RJ,05554,Seropédica,82.892
RJ,05604,Silva Jardim,21.307
RJ,05703,Sumidouro,15.127
RJ,05752,Tanguá,32.426
RJ,05802,Teresópolis,173.060
RJ,05901,Trajano de Morais,10.350
RJ,06008,Três Rios,79.264
RJ,06107,Valença,73.725
RJ,06156,Varre-Sai,10.402
RJ,06206,Vassouras,35.432
RJ,06305,Volta Redonda,262.970
SP,00105,Adamantina,35.048
SP,00204,Adolfo,3.623
SP,00303,Aguaí,34.863
SP,00402,Águas da Prata,8.025
SP,00501,Águas de Lindóia,18.313
SP,00550,Águas de Santa Bárbara,5.944
SP,00600,Águas de São Pedro,3.139
SP,00709,Agudos,36.524
SP,00758,Alambari,5.560
SP,00808,Alfredo Marcondes,4.101
SP,00907,Altair,4.060
SP,01004,Altinópolis,16.179
SP,01103,Alto Alegre,4.173
SP,01152,Alumínio,18.061
SP,01202,Álvares Florence,3.853
SP,01301,Álvares Machado,24.651
SP,01400,Álvaro de Carvalho,5.030
SP,01509,Alvinlândia,3.168
SP,01608,Americana,229.322
SP,01707,Américo Brasiliense,38.202
SP,01806,Américo de Campos,5.942
SP,01905,Amparo,70.280
SP,02002,Analândia,4.731
SP,02101,Andradina,57.250
SP,02200,Angatuba,24.161
SP,02309,Anhembi,6.307
SP,02408,Anhumas,3.999
SP,02507,Aparecida,36.217
SP,02606,Aparecida d'Oeste,4.397
SP,02705,Apiaí,25.211
SP,02754,Araçariguama,20.114
SP,02804,Araçatuba,192.757
SP,02903,Araçoiaba da Serra,31.321
SP,03000,Aramina,5.486
SP,03109,Arandu,6.351
SP,03158,Arapeí,2.524
SP,03208,Araraquara,226.508
SP,03307,Araras,128.895
SP,03356,Arco-Íris,1.890
SP,03406,Arealva,8.351
SP,03505,Areias,3.859
SP,03604,Areiópolis,11.049
SP,03703,Ariranha,9.277
SP,03802,Artur Nogueira,50.246
SP,03901,Arujá,83.939
SP,03950,Aspásia,1.848
SP,04008,Assis,101.597
SP,04107,Atibaia,137.187
SP,04206,Auriflama,14.961
SP,04305,Avaí,5.275
SP,04404,Avanhandava,12.719
SP,04503,Avaré,88.385
SP,04602,Bady Bassitt,16.359
SP,04701,Balbinos,4.819
SP,04800,Bálsamo,8.773
SP,04909,Bananal,10.775
SP,05005,Barão de Antonina,3.353
SP,05104,Barbosa,7.128
SP,05203,Bariri,34.048
SP,05302,Barra Bonita,36.321
SP,05351,Barra do Chapéu,5.585
SP,05401,Barra do Turvo,7.828
SP,05500,Barretos,119.243
SP,05609,Barrinha,31.230
SP,05708,Barueri,262.275
SP,05807,Bastos,21.067
SP,05906,Batatais,60.589
SP,06003,Bauru,366.992
SP,06102,Bebedouro,77.627
SP,06201,Bento de Abreu,2.879
SP,06300,Bernardino de Campos,11.157
SP,06359,Bertioga,56.555
SP,06409,Bilac,7.682
SP,06508,Birigui,118.352
SP,06607,Biritiba-Mirim,31.158
SP,06706,Boa Esperança do Sul,14.546
SP,06805,Bocaina,11.810
SP,06904,Bofete,10.879
SP,07001,Boituva,55.725
SP,07100,Bom Jesus dos Perdões,23.025
SP,07159,Bom Sucesso de Itararé,3.831
SP,07209,Borá,836
SP,07308,Boracéia,4.631
SP,07407,Borborema,15.569
SP,07456,Borebi,2.519
SP,07506,Botucatu,139.483
SP,07605,Bragança Paulista,160.665
SP,07704,Braúna,5.454
SP,07753,Brejo Alegre,2.768
SP,07803,Brodowski,23.460
SP,07902,Brotas,23.419
SP,08009,Buri,19.570
SP,08108,Buritama,16.583
SP,08207,Buritizal,4.345
SP,08306,Cabrália Paulista,4.390
SP,08405,Cabreúva,46.528
SP,08504,Caçapava,91.162
SP,08603,Cachoeira Paulista,32.294
SP,08702,Caconde,18.976
SP,08801,Cafelândia,17.499
SP,08900,Caiabu,4.206
SP,09007,Caieiras,95.780
SP,09106,Caiuá,5.560
SP,09205,Cajamar,71.805
SP,09254,Cajati,28.962
SP,09304,Cajobi,10.341
SP,09403,Cajuru,25.230
SP,09452,Campina do Monte Alegre,5.901
SP,09502,Campinas,1.164.098
SP,09601,Campo Limpo Paulista,80.847
SP,09700,Campos do Jordão,50.852
SP,09809,Campos Novos Paulista,4.839
SP,09908,Cananéia,12.604
SP,09957,Canas,4.852
SP,10005,Cândido Mota,31.131
SP,10104,Cândido Rodrigues,2.780
SP,10153,Canitar,4.884
SP,10203,Capão Bonito,47.486
SP,10302,Capela do Alto,19.482
SP,10401,Capivari,53.152
SP,10500,Caraguatatuba,113.317
SP,10609,Carapicuíba,392.294
SP,10708,Cardoso,12.281
SP,10807,Casa Branca,29.877
